date,unit,unit_temp,station_code,station_temp,temp_diff
2023-04-02,Torres,81,KIAH,81,0
2023-04-02,Woodman,82,KGOP,NA,NA
2023-04-02,Young,86.8,KEFD,84,2.799999999999997
2023-04-02,Jordan,74.8,KPPA,86,11.200000000000003
2023-04-02,Formby,80.5,KPVW,80,0.5
2023-04-02,Wheeler,74.8,KPVW,80,5.200000000000003
2023-04-02,Memorial,78.8,KLVJ,84,5.200000000000003
2023-04-02,Ramsey,82.5,KLVJ,84,1.5
2023-04-02,Stringfellow,82.6,KLVJ,84,1.4000000000000057
2023-04-02,Terrell,83,KLVJ,84,1
2023-04-02,Dominguez,82.8,KSKF,88,5.200000000000003
2023-04-02,Daniel,78,KSNK,86,8
2023-04-02,Boyd,76.5,KLXY,76,0.5
2023-04-02,Beto,73.9,KPSN,77,3.0999999999999943
2023-04-02,Coffield,76.1,KPSN,77,0.9000000000000057
2023-04-02,Coffield,76.1,KPSN,77,0.9000000000000057
2023-04-02,Johnston,80.5,KJDD,79,1.5
2023-04-02,Lewis,78.8,KJAS,81,2.200000000000003
2023-04-02,Ellis,75.9,KUTS,81,5.099999999999994
2023-04-02,Estelle,79.5,KUTS,81,1.5
2023-04-02,Goree,77.2,KUTS,81,3.799999999999997
2023-04-02,Holliday,79.7,KUTS,81,1.2999999999999972
2023-04-02,Huntsville,76.1,KUTS,81,4.900000000000006
2023-04-02,Wynne,78.1,KUTS,81,2.9000000000000057
2023-04-02,Goodman,85.1,KJAS,81,4.099999999999994
2023-04-02,Polunsky,81.5,KCXO,81,0.5
2023-04-02,Montford,77.3,KLBB,84,6.700000000000003
2023-04-02,Telford,72,KTXK,82,10
2023-04-02,Hobby,81,KPWG,73,8
2023-04-02,Ferguson,79.1,KUTS,81,1.9000000000000057
2023-04-02,Powledge,78.4,KPSN,77,1.4000000000000057
2023-04-02,Middleton,82.8,KABI,89,6.200000000000003
2023-04-02,Robertson,77.9,KABI,89,11.099999999999994
2023-04-02,Clements,72.8,KAMA,82,9.200000000000003
2023-04-02,Gist,82.3,KBPT,78,4.299999999999997
2023-04-02,Stiles,78.5,KBPT,78,0.5
2023-04-02,Garza West,88.1,KBEA,86,2.0999999999999943
2023-04-02,Mcconnell,82.5,KBEA,86,3.5
2023-04-02,Clemens,79.1,KLBX,82,2.9000000000000057
2023-04-02,Roach,78.6,KCDS,83,4.400000000000006
2023-04-02,Wallace,81.6,KSNK,86,4.400000000000006
2023-04-02,Stevenson,84.1,KVCT,84,0.09999999999999432
2023-04-02,Dalhart,80.2,KDHT,81,0.7999999999999972
2023-04-02,Hutchins,82.7,KRBD,71,11.700000000000003
2023-04-03,Bradshaw,86.3,KRFI,90,3.700000000000003
2023-04-03,Briscoe,91.2,KCOT,100,8.799999999999997
2023-04-03,Byrd,81.1,KUTS,88,6.900000000000006
2023-04-03,Crain,80.9,KGOP,NA,NA
2023-04-03,Hilltop,76.8,KGOP,NA,NA
2023-04-03,Hughes,84.6,KGOP,NA,NA
2023-04-03,Lopez,88.6,KMFE,92,3.4000000000000057
2023-04-03,Lychner,94.1,KIAH,86,8.099999999999994
2023-04-03,Lynaugh,76.5,KFST,90,13.5
2023-04-03,Murray,85.9,KGOP,NA,NA
2023-04-03,Sanchez,81.3,KELP,84,2.700000000000003
2023-04-03,Torres,88,KIAH,86,2
2023-04-03,Woodman,92.3,KGOP,NA,NA
2023-04-03,Young,82.6,KEFD,84,1.4000000000000057
2023-04-03,Jordan,77.5,KPPA,89,11.5
2023-04-03,Formby,85.1,KPVW,86,0.9000000000000057
2023-04-03,Wheeler,79.1,KPVW,86,6.900000000000006
2023-04-03,Memorial,79.3,KLVJ,83,3.700000000000003
2023-04-03,Ramsey,82.6,KLVJ,83,0.4000000000000057
2023-04-03,Stringfellow,82.2,KLVJ,83,0.7999999999999972
2023-04-03,Terrell,81.1,KLVJ,83,1.9000000000000057
2023-04-03,Dominguez,87.2,KSKF,92,4.799999999999997
2023-04-03,Daniel,79.6,KSNK,91,11.400000000000006
2023-04-03,Boyd,81.3,KLXY,89,7.700000000000003
2023-04-03,Beto,78.6,KPSN,86,7.400000000000006
2023-04-03,Coffield,80.8,KPSN,86,5.200000000000003
2023-04-03,Coffield,80.8,KPSN,86,5.200000000000003
2023-04-03,Johnston,82.6,KJDD,88,5.400000000000006
2023-04-03,Lewis,81.3,KJAS,84,2.700000000000003
2023-04-03,Ellis,82,KUTS,88,6
2023-04-03,Estelle,82.4,KUTS,88,5.599999999999994
2023-04-03,Goree,80.8,KUTS,88,7.200000000000003
2023-04-03,Holliday,81.3,KUTS,88,6.700000000000003
2023-04-03,Huntsville,82.3,KUTS,88,5.700000000000003
2023-04-03,Wynne,83.4,KUTS,88,4.599999999999994
2023-04-03,Goodman,88.7,KJAS,84,4.700000000000003
2023-04-03,Polunsky,86.9,KCXO,87,0.09999999999999432
2023-04-03,Montford,80.1,KLBB,89,8.900000000000006
2023-04-03,Telford,76.4,KTXK,90,13.599999999999994
2023-04-03,Hobby,82.1,KPWG,93,10.900000000000006
2023-04-03,Ferguson,83.4,KUTS,88,4.599999999999994
2023-04-03,Powledge,84.5,KPSN,86,1.5
2023-04-03,Middleton,83.6,KABI,93,9.400000000000006
2023-04-03,Robertson,79.3,KABI,93,13.700000000000003
2023-04-03,Clements,74.7,KAMA,85,10.299999999999997
2023-04-03,Gist,82.3,KBPT,83,0.7000000000000028
2023-04-03,Stiles,80.4,KBPT,83,2.5999999999999943
2023-04-03,Garza West,93.9,KBEA,91,2.9000000000000057
2023-04-03,Mcconnell,88.6,KBEA,91,2.4000000000000057
2023-04-03,Clemens,78.6,KLBX,82,3.4000000000000057
2023-04-03,Roach,80.4,KCDS,93,12.599999999999994
2023-04-03,Wallace,82,KSNK,91,9
2023-04-03,Stevenson,92.2,KVCT,85,7.200000000000003
2023-04-03,Dalhart,76.1,KDHT,84,7.900000000000006
2023-04-03,Hutchins,87.5,KRBD,90,2.5
2023-04-04,Bradshaw,80.5,KRFI,83,2.5
2023-04-04,Briscoe,88,KCOT,96,8
2023-04-04,Byrd,81.2,KUTS,83,1.7999999999999972
2023-04-04,Crain,84.1,KGOP,NA,NA
2023-04-04,Hilltop,73.9,KGOP,NA,NA
2023-04-04,Hughes,83.6,KGOP,NA,NA
2023-04-04,Lopez,87,KMFE,90,3
2023-04-04,Lychner,82,KIAH,80,2
2023-04-04,Lynaugh,76.9,KFST,84,7.099999999999994
2023-04-04,Murray,78.5,KGOP,NA,NA
2023-04-04,Sanchez,77.6,KELP,75,2.5999999999999943
2023-04-04,Torres,87.4,KIAH,80,7.400000000000006
2023-04-04,Woodman,82.9,KGOP,NA,NA
2023-04-04,Young,81.9,KEFD,82,0.09999999999999432
2023-04-04,Jordan,76.7,KPPA,81,4.299999999999997
2023-04-04,Formby,78.9,KPVW,76,2.9000000000000057
2023-04-04,Wheeler,74.5,KPVW,76,1.5
2023-04-04,Memorial,78.7,KLVJ,82,3.299999999999997
2023-04-04,Ramsey,81.4,KLVJ,82,0.5999999999999943
2023-04-04,Stringfellow,86.2,KLVJ,82,4.200000000000003
2023-04-04,Terrell,81.1,KLVJ,82,0.9000000000000057
2023-04-04,Dominguez,83,KSKF,86,3
2023-04-04,Daniel,79.2,KSNK,89,9.799999999999997
2023-04-04,Boyd,82.5,KLXY,83,0.5
2023-04-04,Beto,79.4,KPSN,81,1.5999999999999943
2023-04-04,Coffield,82.2,KPSN,81,1.2000000000000028
2023-04-04,Coffield,82.2,KPSN,81,1.2000000000000028
2023-04-04,Johnston,82.1,KJDD,82,0.09999999999999432
2023-04-04,Lewis,79.4,KJAS,81,1.5999999999999943
2023-04-04,Ellis,82.1,KUTS,83,0.9000000000000057
2023-04-04,Estelle,83.3,KUTS,83,0.29999999999999716
2023-04-04,Goree,81.8,KUTS,83,1.2000000000000028
2023-04-04,Holliday,85.4,KUTS,83,2.4000000000000057
2023-04-04,Huntsville,79.8,KUTS,83,3.200000000000003
2023-04-04,Wynne,84.6,KUTS,83,1.5999999999999943
2023-04-04,Goodman,87.7,KJAS,81,6.700000000000003
2023-04-04,Polunsky,84.6,KCXO,81,3.5999999999999943
2023-04-04,Montford,79.5,KLBB,79,0.5
2023-04-04,Telford,77,KTXK,79,2
2023-04-04,Hobby,82.9,KPWG,85,2.0999999999999943
2023-04-04,Ferguson,83.7,KUTS,83,0.7000000000000028
2023-04-04,Powledge,82.7,KPSN,81,1.7000000000000028
2023-04-04,Middleton,83.2,KABI,88,4.799999999999997
2023-04-04,Robertson,81.8,KABI,88,6.200000000000003
2023-04-04,Clements,73.3,KAMA,80,6.700000000000003
2023-04-04,Gist,81.9,KBPT,81,0.9000000000000057
2023-04-04,Stiles,79,KBPT,81,2
2023-04-04,Garza West,86.3,KBEA,85,1.2999999999999972
2023-04-04,Mcconnell,83,KBEA,85,2
2023-04-04,Clemens,75.6,KLBX,81,5.400000000000006
2023-04-04,Roach,79.3,KCDS,87,7.700000000000003
2023-04-04,Wallace,81.7,KSNK,89,7.299999999999997
2023-04-04,Stevenson,83,KVCT,79,4
2023-04-04,Dalhart,75,KDHT,70,5
2023-04-04,Hutchins,85.1,KRBD,80,5.099999999999994
2023-04-05,Bradshaw,73.8,KRFI,68,5.799999999999997
2023-04-05,Briscoe,76.4,KCOT,80,3.5999999999999943
2023-04-05,Byrd,75.4,KUTS,65,10.400000000000006
2023-04-05,Crain,76.2,KGOP,NA,NA
2023-04-05,Hilltop,76.6,KGOP,NA,NA
2023-04-05,Hughes,76.4,KGOP,NA,NA
2023-04-05,Lopez,81.6,KMFE,81,0.5999999999999943
2023-04-05,Lychner,80.2,KIAH,66,14.200000000000003
2023-04-05,Lynaugh,74.8,KFST,64,10.799999999999997
2023-04-05,Murray,71.6,KGOP,NA,NA
2023-04-05,Sanchez,75.6,KELP,59,16.599999999999994
2023-04-05,Torres,80.4,KIAH,66,14.400000000000006
2023-04-05,Woodman,75.9,KGOP,NA,NA
2023-04-05,Young,80.2,NA,NA,NA
2023-04-05,Jordan,75.3,KPPA,54,21.299999999999997
2023-04-05,Formby,74.9,KPVW,53,21.900000000000006
2023-04-05,Wheeler,75.5,KPVW,53,22.5
2023-04-05,Memorial,79.7,KLVJ,74,5.700000000000003
2023-04-05,Ramsey,82.2,KLVJ,74,8.200000000000003
2023-04-05,Stringfellow,78.6,KLVJ,74,4.599999999999994
2023-04-05,Terrell,79.6,KLVJ,74,5.599999999999994
2023-04-05,Dominguez,77.6,KSKF,72,5.599999999999994
2023-04-05,Daniel,71.9,KSNK,60,11.900000000000006
2023-04-05,Boyd,77,KLXY,68,9
2023-04-05,Beto,74.2,KPSN,66,8.200000000000003
2023-04-05,Coffield,73.8,KPSN,66,7.799999999999997
2023-04-05,Coffield,73.8,KPSN,66,7.799999999999997
2023-04-05,Johnston,74,KJDD,66,8
2023-04-05,Lewis,74.9,KJAS,64,10.900000000000006
2023-04-05,Ellis,76.2,KUTS,65,11.200000000000003
2023-04-05,Estelle,79.8,KUTS,65,14.799999999999997
2023-04-05,Goree,74.7,KUTS,65,9.700000000000003
2023-04-05,Holliday,70.6,KUTS,65,5.599999999999994
2023-04-05,Huntsville,73.8,KUTS,65,8.799999999999997
2023-04-05,Wynne,71.2,KUTS,65,6.200000000000003
2023-04-05,Goodman,72,KJAS,64,8
2023-04-05,Polunsky,76.3,KCXO,63,13.299999999999997
2023-04-05,Montford,77.3,KLBB,59,18.299999999999997
2023-04-05,Telford,74.2,KTXK,67,7.200000000000003
2023-04-05,Hobby,77.1,KPWG,68,9.099999999999994
2023-04-05,Ferguson,78.4,KUTS,65,13.400000000000006
2023-04-05,Powledge,80.2,KPSN,66,14.200000000000003
2023-04-05,Middleton,74.1,KABI,61,13.099999999999994
2023-04-05,Robertson,78.2,KABI,61,17.200000000000003
2023-04-05,Clements,71.4,KAMA,53,18.400000000000006
2023-04-05,Gist,82.3,KBPT,81,1.2999999999999972
2023-04-05,Stiles,83.3,KBPT,81,2.299999999999997
2023-04-05,Garza West,76.4,KBEA,71,5.400000000000006
2023-04-05,Mcconnell,76.8,KBEA,71,5.799999999999997
2023-04-05,Clemens,81.5,KLBX,81,0.5
2023-04-05,Roach,76.7,KCDS,59,17.700000000000003
2023-04-05,Wallace,77.3,KSNK,60,17.299999999999997
2023-04-05,Stevenson,77.1,KVCT,65,12.099999999999994
2023-04-05,Dalhart,77.5,KDHT,49,28.5
2023-04-05,Hutchins,81.2,KRBD,65,16.200000000000003
2023-04-06,Bradshaw,68.5,KRFI,52,16.5
2023-04-06,Briscoe,67.7,KCOT,55,12.700000000000003
2023-04-06,Byrd,72.7,KUTS,57,15.700000000000003
2023-04-06,Crain,78.5,KGOP,NA,NA
2023-04-06,Hilltop,76.9,KGOP,NA,NA
2023-04-06,Hughes,77,KGOP,NA,NA
2023-04-06,Lopez,68.5,KMFE,57,11.5
2023-04-06,Lychner,74.4,KIAH,63,11.400000000000006
2023-04-06,Lynaugh,74.3,KFST,67,7.299999999999997
2023-04-06,Murray,64.1,KGOP,NA,NA
2023-04-06,Sanchez,77,KELP,72,5
2023-04-06,Torres,69.4,KIAH,63,6.400000000000006
2023-04-06,Woodman,60.5,KGOP,NA,NA
2023-04-06,Young,73.9,KEFD,66,7.900000000000006
2023-04-06,Jordan,75.9,KPPA,62,13.900000000000006
2023-04-06,Formby,75.1,KPVW,59,16.099999999999994
2023-04-06,Wheeler,74.5,KPVW,59,15.5
2023-04-06,Memorial,71.9,KLVJ,69,2.9000000000000057
2023-04-06,Ramsey,74.2,KLVJ,69,5.200000000000003
2023-04-06,Stringfellow,72.5,KLVJ,69,3.5
2023-04-06,Terrell,72.5,KLVJ,69,3.5
2023-04-06,Dominguez,69.6,KSKF,54,15.599999999999994
2023-04-06,Daniel,70.8,KSNK,63,7.799999999999997
2023-04-06,Boyd,68.7,KLXY,51,17.700000000000003
2023-04-06,Beto,69.9,KPSN,52,17.900000000000006
2023-04-06,Coffield,66.3,KPSN,52,14.299999999999997
2023-04-06,Coffield,66.3,KPSN,52,14.299999999999997
2023-04-06,Johnston,69.7,KJDD,50,19.700000000000003
2023-04-06,Lewis,70.6,KJAS,59,11.599999999999994
2023-04-06,Ellis,64.2,KUTS,57,7.200000000000003
2023-04-06,Estelle,73,KUTS,57,16
2023-04-06,Goree,69.8,KUTS,57,12.799999999999997
2023-04-06,Holliday,71.8,KUTS,57,14.799999999999997
2023-04-06,Huntsville,67.3,KUTS,57,10.299999999999997
2023-04-06,Wynne,74.6,KUTS,57,17.599999999999994
2023-04-06,Goodman,73.3,KJAS,59,14.299999999999997
2023-04-06,Polunsky,69.6,KCXO,57,12.599999999999994
2023-04-06,Montford,73.4,KLBB,63,10.400000000000006
2023-04-06,Telford,77.6,KTXK,53,24.599999999999994
2023-04-06,Hobby,80.4,KPWG,52,28.400000000000006
2023-04-06,Ferguson,68.3,KUTS,57,11.299999999999997
2023-04-06,Powledge,78.4,KPSN,52,26.400000000000006
2023-04-06,Middleton,74.2,KABI,64,10.200000000000003
2023-04-06,Robertson,80,KABI,64,16
2023-04-06,Clements,72.3,KAMA,59,13.299999999999997
2023-04-06,Gist,81.5,KBPT,76,5.5
2023-04-06,Stiles,77,KBPT,76,1
2023-04-06,Garza West,71.7,KBEA,51,20.700000000000003
2023-04-06,Mcconnell,66.2,KBEA,51,15.200000000000003
2023-04-06,Clemens,73.2,KLBX,71,2.200000000000003
2023-04-06,Roach,77.1,KCDS,62,15.099999999999994
2023-04-06,Wallace,77.8,KSNK,63,14.799999999999997
2023-04-06,Stevenson,75.8,KVCT,58,17.799999999999997
2023-04-06,Dalhart,75.7,KDHT,58,17.700000000000003
2023-04-06,Hutchins,70.8,KRBD,55,15.799999999999997
2023-04-07,Bradshaw,70.2,KRFI,54,16.200000000000003
2023-04-07,Briscoe,69.1,KCOT,58,11.099999999999994
2023-04-07,Byrd,65.1,KUTS,54,11.099999999999994
2023-04-07,Crain,76.9,KGOP,NA,NA
2023-04-07,Hilltop,76.9,KGOP,NA,NA
2023-04-07,Hughes,76.2,KGOP,NA,NA
2023-04-07,Lopez,64.8,KMFE,58,6.799999999999997
2023-04-07,Lychner,75.8,KIAH,56,19.799999999999997
2023-04-07,Lynaugh,74.5,KFST,63,11.5
2023-04-07,Murray,65.7,KGOP,NA,NA
2023-04-07,Sanchez,77.5,KELP,71,6.5
2023-04-07,Torres,65.5,KIAH,56,9.5
2023-04-07,Woodman,67.2,KGOP,NA,NA
2023-04-07,Young,71.5,KEFD,61,10.5
2023-04-07,Jordan,74.9,KPPA,67,7.900000000000006
2023-04-07,Formby,78.6,KPVW,63,15.599999999999994
2023-04-07,Wheeler,75.9,KPVW,63,12.900000000000006
2023-04-07,Memorial,67.5,KLVJ,61,6.5
2023-04-07,Ramsey,73.2,KLVJ,61,12.200000000000003
2023-04-07,Stringfellow,70.6,KLVJ,61,9.599999999999994
2023-04-07,Terrell,72,KLVJ,61,11
2023-04-07,Dominguez,63.8,KSKF,53,10.799999999999997
2023-04-07,Daniel,70.1,KSNK,65,5.099999999999994
2023-04-07,Boyd,72.1,KLXY,53,19.099999999999994
2023-04-07,Beto,69.6,KPSN,52,17.599999999999994
2023-04-07,Coffield,76.4,KPSN,52,24.400000000000006
2023-04-07,Coffield,76.4,KPSN,52,24.400000000000006
2023-04-07,Johnston,71,KJDD,57,14
2023-04-07,Lewis,63.9,KJAS,54,9.899999999999999
2023-04-07,Ellis,68.1,KUTS,54,14.099999999999994
2023-04-07,Estelle,69.8,KUTS,54,15.799999999999997
2023-04-07,Goree,67.2,KUTS,54,13.200000000000003
2023-04-07,Holliday,67.4,KUTS,54,13.400000000000006
2023-04-07,Huntsville,68.5,KUTS,54,14.5
2023-04-07,Wynne,76.3,KUTS,54,22.299999999999997
2023-04-07,Goodman,77,KJAS,54,23
2023-04-07,Polunsky,68.5,KCXO,54,14.5
2023-04-07,Montford,78.7,KLBB,67,11.700000000000003
2023-04-07,Telford,78.2,KTXK,61,17.200000000000003
2023-04-07,Hobby,79.3,KPWG,56,23.299999999999997
2023-04-07,Ferguson,68.7,KUTS,54,14.700000000000003
2023-04-07,Powledge,79.3,KPSN,52,27.299999999999997
2023-04-07,Middleton,76,KABI,65,11
2023-04-07,Robertson,78.3,KABI,65,13.299999999999997
2023-04-07,Clements,73.3,KAMA,64,9.299999999999997
2023-04-07,Gist,70.9,KBPT,63,7.900000000000006
2023-04-07,Stiles,70.6,KBPT,63,7.599999999999994
2023-04-07,Garza West,57,KBEA,53,4
2023-04-07,Mcconnell,64.8,KBEA,53,11.799999999999997
2023-04-07,Clemens,67,KLBX,61,6
2023-04-07,Roach,76.1,KCDS,68,8.099999999999994
2023-04-07,Wallace,74.8,KSNK,65,9.799999999999997
2023-04-07,Stevenson,66.4,KVCT,55,11.400000000000006
2023-04-07,Dalhart,75.9,KDHT,65,10.900000000000006
2023-04-07,Hutchins,77.4,KRBD,58,19.400000000000006
2023-04-08,Bradshaw,78.4,KRFI,72,6.400000000000006
2023-04-08,Briscoe,73.1,KCOT,73,0.09999999999999432
2023-04-08,Byrd,72.3,KUTS,69,3.299999999999997
2023-04-08,Crain,76.3,KGOP,NA,NA
2023-04-08,Hilltop,76.8,KGOP,NA,NA
2023-04-08,Hughes,74.6,KGOP,NA,NA
2023-04-08,Lopez,72,KMFE,71,1
2023-04-08,Lychner,77.8,KIAH,69,8.799999999999997
2023-04-08,Lynaugh,74.6,KFST,76,1.4000000000000057
2023-04-08,Murray,67,KGOP,NA,NA
2023-04-08,Sanchez,82.4,KELP,81,1.4000000000000057
2023-04-08,Torres,75.8,KIAH,69,6.799999999999997
2023-04-08,Woodman,67.3,KGOP,NA,NA
2023-04-08,Young,73.5,KEFD,66,7.5
2023-04-08,Jordan,75.4,KPPA,74,1.4000000000000057
2023-04-08,Formby,78.8,KPVW,71,7.799999999999997
2023-04-08,Wheeler,77.4,KPVW,71,6.400000000000006
2023-04-08,Memorial,73.6,KLVJ,67,6.599999999999994
2023-04-08,Ramsey,67.4,KLVJ,67,0.4000000000000057
2023-04-08,Stringfellow,69.6,KLVJ,67,2.5999999999999943
2023-04-08,Terrell,70.4,KLVJ,67,3.4000000000000057
2023-04-08,Dominguez,74.3,KSKF,73,1.2999999999999972
2023-04-08,Daniel,75.5,KSNK,72,3.5
2023-04-08,Boyd,74.2,KLXY,68,6.200000000000003
2023-04-08,Beto,71.3,KPSN,70,1.2999999999999972
2023-04-08,Coffield,78.5,KPSN,70,8.5
2023-04-08,Coffield,78.5,KPSN,70,8.5
2023-04-08,Johnston,75.6,KJDD,70,5.599999999999994
2023-04-08,Lewis,75.8,KJAS,72,3.799999999999997
2023-04-08,Ellis,71.5,KUTS,69,2.5
2023-04-08,Estelle,66.8,KUTS,69,2.200000000000003
2023-04-08,Goree,73.3,KUTS,69,4.299999999999997
2023-04-08,Holliday,76.8,KUTS,69,7.799999999999997
2023-04-08,Huntsville,70.1,KUTS,69,1.0999999999999943
2023-04-08,Wynne,76.6,KUTS,69,7.599999999999994
2023-04-08,Goodman,79.5,KJAS,72,7.5
2023-04-08,Polunsky,72.2,KCXO,69,3.200000000000003
2023-04-08,Montford,77.5,KLBB,73,4.5
2023-04-08,Telford,74,KTXK,74,0
2023-04-08,Hobby,78.4,KPWG,64,14.400000000000006
2023-04-08,Ferguson,75.2,KUTS,69,6.200000000000003
2023-04-08,Powledge,78.4,KPSN,70,8.400000000000006
2023-04-08,Middleton,77.2,KABI,71,6.200000000000003
2023-04-08,Robertson,76.2,KABI,71,5.200000000000003
2023-04-08,Clements,72.5,KAMA,74,1.5
2023-04-08,Gist,73.7,KBPT,70,3.700000000000003
2023-04-08,Stiles,73.9,KBPT,70,3.9000000000000057
2023-04-08,Garza West,63.2,KBEA,71,7.799999999999997
2023-04-08,Mcconnell,75.7,KBEA,71,4.700000000000003
2023-04-08,Clemens,67.5,KLBX,67,0.5
2023-04-08,Roach,77.3,KCDS,73,4.299999999999997
2023-04-08,Wallace,80.5,KSNK,72,8.5
2023-04-08,Stevenson,73.8,KVCT,72,1.7999999999999972
2023-04-08,Dalhart,77.7,KDHT,76,1.7000000000000028
2023-04-08,Hutchins,79.5,KRBD,71,8.5
2023-04-09,Bradshaw,73,KRFI,69,4
2023-04-09,Briscoe,76.5,KCOT,74,2.5
2023-04-09,Byrd,69.8,KUTS,70,0.20000000000000284
2023-04-09,Crain,78.2,KGOP,NA,NA
2023-04-09,Hilltop,76.2,KGOP,NA,NA
2023-04-09,Hughes,77.6,KGOP,NA,NA
2023-04-09,Lopez,65.8,KMFE,76,10.200000000000003
2023-04-09,Lychner,78.1,KIAH,71,7.099999999999994
2023-04-09,Lynaugh,75.6,KFST,75,0.5999999999999943
2023-04-09,Murray,68.9,KGOP,NA,NA
2023-04-09,Sanchez,81.6,KELP,85,3.4000000000000057
2023-04-09,Torres,77,KIAH,71,6
2023-04-09,Woodman,72.5,KGOP,NA,NA
2023-04-09,Young,81.1,KEFD,73,8.099999999999994
2023-04-09,Jordan,75.2,KPPA,62,13.200000000000003
2023-04-09,Formby,79.1,KPVW,73,6.099999999999994
2023-04-09,Wheeler,75,KPVW,73,2
2023-04-09,Memorial,71.4,KLVJ,75,3.5999999999999943
2023-04-09,Ramsey,73.2,KLVJ,75,1.7999999999999972
2023-04-09,Stringfellow,72.6,KLVJ,75,2.4000000000000057
2023-04-09,Terrell,76.3,KLVJ,75,1.2999999999999972
2023-04-09,Dominguez,71.4,KSKF,68,3.4000000000000057
2023-04-09,Daniel,74.9,KSNK,77,2.0999999999999943
2023-04-09,Boyd,74.2,KLXY,69,5.200000000000003
2023-04-09,Beto,73.2,KPSN,72,1.2000000000000028
2023-04-09,Coffield,75.7,KPSN,72,3.700000000000003
2023-04-09,Coffield,75.7,KPSN,72,3.700000000000003
2023-04-09,Johnston,78.1,KJDD,73,5.099999999999994
