date,unit_name,indoor_temp,station_code,station_temp,rh,difference,status
2023-07-28,Boyd,92.1,KLXY,98,35,5.900000000000006,inactive
2023-07-29,Boyd,91.1,KLXY,100,27,8.900000000000006,inactive
2023-07-30,Boyd,93.4,KLXY,101,27,7.599999999999994,inactive
2023-07-31,Boyd,91.6,KLXY,104,24,12.400000000000006,inactive
2023-08-01,Boyd,95.1,KLXY,105,25,9.900000000000006,inactive
2023-08-02,Boyd,97,KLXY,105,22,8,inactive
2023-08-03,Boyd,97.4,KLXY,103,29,5.599999999999994,inactive
2023-08-04,Boyd,96,KLXY,103,28,7,inactive
2023-08-05,Boyd,96.4,KLXY,103,25,6.599999999999994,inactive
2023-08-06,Boyd,94.9,KLXY,102,27,7.099999999999994,inactive
2023-08-07,Boyd,94.5,KLXY,104,31,9.5,inactive
2023-08-08,Boyd,95.3,KLXY,102,32,6.700000000000003,inactive
2023-08-09,Boyd,94.4,KLXY,104,27,9.599999999999994,inactive
2023-08-10,Boyd,95.3,KLXY,106,29,10.700000000000003,inactive
2023-08-11,Boyd,93.2,KLXY,105,27,11.799999999999997,inactive
2023-08-12,Boyd,95.4,KLXY,105,30,9.599999999999994,inactive
2023-08-13,Boyd,95.6,KLXY,103,31,7.400000000000006,inactive
2023-08-14,Boyd,95,KLXY,104,24,9,inactive
2023-08-15,Boyd,93.7,KLXY,97,23,3.299999999999997,inactive
2023-08-16,Boyd,91.1,KLXY,97,22,5.900000000000006,inactive
2023-08-17,Boyd,94.8,KLXY,106,21,11.200000000000003,inactive
2023-08-18,Boyd,98,KLXY,106,22,8,inactive
2023-08-19,Boyd,94.9,KLXY,105,25,10.099999999999994,inactive
2023-08-20,Boyd,97.6,KLXY,109,19,11.400000000000006,inactive
2023-08-21,Boyd,98.2,KLXY,105,26,6.799999999999997,inactive
2023-08-22,Boyd,96.1,KLXY,103,24,6.900000000000006,inactive
2023-08-23,Boyd,96.2,KLXY,102,28,5.799999999999997,inactive
2023-08-24,Boyd,98.9,KLXY,104,24,5.099999999999994,inactive
2023-08-25,Boyd,98,KLXY,108,22,10,inactive
2023-08-26,Boyd,98.7,KLXY,106,21,7.299999999999997,inactive
2023-08-27,Boyd,99.6,KLXY,101,35,1.4000000000000057,inactive
2023-08-28,Boyd,89.9,KLXY,88,58,1.9000000000000057,inactive
2023-08-29,Boyd,90.7,KLXY,95,33,4.299999999999997,inactive
2023-08-30,Boyd,91.8,KLXY,95,29,3.200000000000003,inactive
2023-08-31,Boyd,91.8,KLXY,96,30,4.200000000000003,inactive
2023-09-01,Boyd,90.3,KLXY,96,29,5.700000000000003,inactive
2023-09-02,Boyd,92.1,KLXY,97,28,4.900000000000006,inactive
2023-09-03,Boyd,93.1,KLXY,100,25,6.900000000000006,inactive
2023-09-04,Boyd,91.9,KLXY,99,33,7.099999999999994,inactive
2023-09-05,Boyd,93.7,KLXY,102,33,8.299999999999997,inactive
2023-09-06,Boyd,90.8,KLXY,101,34,10.200000000000003,inactive
2023-09-07,Boyd,95.9,KLXY,105,24,9.099999999999994,inactive
2023-09-08,Boyd,96.9,KLXY,107,19,10.099999999999994,inactive
2023-09-09,Boyd,88.5,KLXY,93,42,4.5,inactive
2023-09-10,Boyd,90,KLXY,92,29,2,inactive
2023-09-11,Boyd,85.2,KLXY,89,34,3.799999999999997,inactive
2023-09-12,Boyd,87.8,KLXY,93,36,5.200000000000003,inactive
2023-09-13,Boyd,82.7,KLXY,81,69,1.7000000000000028,inactive
2023-09-14,Boyd,77.9,KLXY,74,98,3.9000000000000057,inactive
2023-09-15,Boyd,78.6,KLXY,74,92,4.599999999999994,inactive
2023-09-16,Boyd,79.5,KLXY,83,72,3.5,inactive
2023-09-17,Boyd,85.1,KLXY,91,37,5.900000000000006,inactive
2023-09-18,Boyd,85.4,KLXY,93,22,7.599999999999994,inactive
2023-09-19,Boyd,87.7,KLXY,95,33,7.299999999999997,inactive
2023-09-20,Boyd,88.7,KLXY,96,40,7.299999999999997,inactive
2023-09-21,Boyd,89.2,KLXY,95,47,5.799999999999997,inactive
2023-09-22,Boyd,89.1,KLXY,97,42,7.900000000000006,inactive
2023-09-23,Boyd,89.5,KLXY,98,43,8.5,inactive
2023-09-24,Boyd,89.9,KLXY,99,45,9.099999999999994,inactive
2023-09-25,Boyd,88.1,KLXY,91,49,2.9000000000000057,inactive
2023-09-26,Boyd,87.7,KLXY,92,43,4.299999999999997,inactive
2023-09-27,Boyd,89.9,KLXY,98,31,8.099999999999994,inactive
2023-09-28,Boyd,88.9,KLXY,99,31,10.099999999999994,inactive
2023-09-29,Boyd,88.2,KLXY,93,37,4.799999999999997,inactive
2023-09-30,Boyd,85.6,KLXY,98,28,12.400000000000006,inactive
